,Food Name,GI,Serving Size,Carb Serving,GL
3207,Chicken and mushroom soup #,69,NaN,20,14
3208,Vegetable soup #,60,NaN,20,12
3209,"Biosorb® drink, standard (Nutricia N.V., Netherlands) #",50,NaN,30,15
3210,"Diasip®, diabetes-specific enteral formula (Nutricia N.V., Netherlands) #",12,NaN,30,4
3211,"Diasip® (Nutricia Advanced, Medical Nutrition, Dublin, Ireland) #",51,NaN,30,15
3212,"Diason®/Nutrison Diabetes, diabetes-specific enteral formula (Nutricia N.V., Netherlands) #",17,NaN,30,5
3213,"Diben®, diabetes-specific enteral formula (Fresenius Kabi AG, Germany) #",22,NaN,30,7
3214,"Enercal Plus™, made from powder (Wyeth-Ayerst International Inc, Madison, USA) #",61,NaN,30,18
3215,"Ensure™ (Abbott Nutrition, Columbus, Ohio, USA) #",56,NaN,30,17
3216,"Ensure™, vanilla flavor (Abbott Laboratories, Columbus, Ohio, USA) #",75,NaN,30,23
3217,"Fortimel® enteral formula (Nutricia N.V., Netherlands) #",25,NaN,30,8
3218,"Gen-Premium clinical nutrition formula powder (Thai Otsuka Pharmaceutical Co. Ltd.), dissolved in 400 mL water #",27,NaN,30,8
3219,"Glucerna, diabetes-specific enteral formula (Abbott Laboratories Inc, USA) #",15,NaN,30,5
3220,"Glucerna™ enteral nutritional supplement, vanilla flavor (Ross Nutrition, Canada) #",26,NaN,30,8
3221,"Glucerna SR® (Abbott Nutrition, Columbus, Ohio, USA) #",48,NaN,30,14
3222,"Glucerna SR®, diabetes-specific enteral formula (Abbott Laboratories Inc, USA) #",23,NaN,30,7
3223,"Glucerna SR®, enteral powder formula with extended release carbohydrates, prepared with 370 mL water #",45,NaN,30,14
3224,"Novasource Diabet®, diabetes-specific enteral formula (Novartis Consumer Health SA, Switzerland) #",26,NaN,30,8
3225,"Nutridrink (Nutricia N.V., Netherlands) #",25,NaN,30,8
3226,"Nutridrink® enteral formula (Nutricia N.V., Netherlands) #",61,NaN,30,18
3227,"Nutridrink Multi Fibre®, containing 2.3 g fiber/100 mL (Nutricia N.V., Netherlands) #",22,NaN,30,7
3228,"Nutridrink Multi Fibre® enteral formula (Nutricia N.V., Netherlands) #",53,NaN,30,16
3229,"Nutrison Multi Fibre® enteral formula (Nutricia N.V., Netherlands) #",28,NaN,30,8
3230,"Nutrison Standard® enteral formula (Nutricia N.V., Netherlands) #",34,NaN,30,10
3231,"Riceberry rice pudding, liquidized texture, dysphagia diet level 3 texture classification (Vichwai Group, Co. Ltd., Thailand) #",41,NaN,30,12
3232,"Riceberry rice pudding, high-fiber, pureed texture, dysphagia diet level 4 texture classification (Vichwai Group, Co. Ltd., Thailand) #",36,NaN,30,11
3233,"T-Diet Plus® Diabet NP (Vegenat S.A., Spain) #",27,NaN,30,8
3234,"Ultracal™ with fiber (Mead Johnson, Evansville, IN, USA) #",39,NaN,30,12
3235,Cashew nuts #,25,NaN,5,1
3236,"Cashew nuts, organic, roasted and salted #",25,NaN,5,1
3237,Cashew nut halves #,27,NaN,5,1
3238,"Cashew nuts, roasted and salted #",27,NaN,5,1
3239,"Chestnuts, baked for 30 min #",54,NaN,5,3
3240,"Chestnuts, steamed for 25 min #",58,NaN,5,3
3241,"Peanuts/Groundnuts (Arachis hypogaea L.),  soaked overnight, boiled, cooled overnight, microwaved #",5,NaN,5,0.3
3242,"Peanuts/Groundnuts (Arachis hypogaea L.),  soaked overnight, boiled, cooled overnight, microwaved #",7,NaN,5,0.4
3243,"Peanuts, crushed, tested in young adults (17-18 y) #",7,NaN,5,0.4
3244,Peanuts #,13,NaN,5,1
3245,Peanuts #,23,NaN,5,1
3246,Pistachio nuts #,28,NaN,5,1
3247,"Fusilli pasta, gluten-free, containing corn flour, rice flour and pea protein isolate (Dr Schär AG, Italy), boiled in unsalted water #",46,NaN,40,18
3248,"Fusilli pasta, gluten-free, containing corn flour, rice flour and pea protein isolate (Dr Schär AG, Italy), boiled in unsalted water #",50,NaN,40,20
3249,"Fusilli pasta, gluten-free, Le eliche, containing corn flour (Le Veneziane, Molino di Ferro, Italy), boiled in unsalted water #",46,NaN,40,18
3250,"Fusilli pasta, gluten-free, Le eliche, containing corn flour (Le Veneziane, Molino di Ferro, Italy), boiled in unsalted water #",48,NaN,40,19
3251,"Fusilli pasta, gluten-free, Pasta Riso, containing rice flour and rice germ (Scotti, Italy), boiled in unsalted water #",66,NaN,40,26
3252,"Fusilli pasta, gluten-free, Pasta Riso, containing rice flour and rice germ (Scotti, Italy), boiled in unsalted water #",75,NaN,40,30
3253,"Pasta, Fusilli, gluten free (Sam Mills, Sam Group, USA) #",54,NaN,40,22
3254,"Macaroni, gluten free, prepared with rice flour (Oryza sativa Indica), double extrusion process, boiled in water for 9 min, no salt added #",71,NaN,40,28
3255,"Macaroni, gluten free, prepared with parboiled rice flour (Oryza sativa  Indica), conventional extrusion process, boiled in water for 10 min, no salt added #",61,NaN,40,24
3256,"Macaroni, gluten free, prepared with rice flour (Oryza sativa  Indica), double  extrusion process, boiled in water for 9 min, no salt added #",65,NaN,40,26
3257,"Pasta, gluten free, made from maize starch, boiled in water for 8 min #",55,NaN,40,22
3258,"Instant 'two-minute' noodles, Maggi® (Nestlé, Australia) #",46,NaN,40,18
3259,"Instant noodles (Mr Noodle, Vancouver, Canada)  #",48,NaN,40,19
3260,"Lasagne sheets, dry pasta, boiled in unsalted water (Value, UK) #",55,NaN,40,22
3261,"Lasagne, egg, verdi, dry pasta, boiled in unsalted water #",52,NaN,40,21
3262,"Linguine, thick, durum wheat, white, fresh #",44,NaN,40,18
3263,"Linguine, thick, fresh, durum wheat flour, 0.6% w/w monoglycerides, boiled 8 min #",48,NaN,40,19
3264,"Linguine, thin, fresh, durum wheat with 39% w/w egg, boiled 3 min #",45,NaN,40,18
3265,"Linguine, thin, durum wheat #",50,NaN,40,20
3266,"Linguine, thin, fresh, with 0.6% w/w monoglycerides and 30% w/w egg, boiled 3 min #",54,NaN,40,22
3267,"Linguine, thin, fresh, durum wheat flour, 0.6% w/w monoglycerides, boiled 3 min #",62,NaN,40,25
3268,"Spaghetti, white, durum wheat semolina (Panzani, Marseilles, France), boiled in 0.7% salted water for 11 min #",59,NaN,40,24
3269,"Spaghetti, white, durum wheat semolina (Panzani, Marseilles, France), boiled in 0.7% salted water for 16.5 min #",65,NaN,40,26
3270,"Spaghetti, white, durum wheat semolina (Panzani, Marseilles, France) #",46,NaN,40,18
3271,"Lungkow bean thread noodles (National Cereals, Oils & Foodstuffs, Qingdao & Guangdong, China)  #",26,NaN,40,10
3272,"Mung bean noodles, boiled for 20 min #",45,NaN,40,18
3273,"Imitation mung bean noodles, boiled for 20 min #",51,NaN,40,20
3274,"Macaroni, plain, boiled 5 min (Lancia-Bravo Foods Ltd., Canada) #",45,NaN,40,18
3275,"Macaroni, plain, boiled #",48,NaN,40,19
3276,"Macaroni, boiled #",57,NaN,40,23
3277,"Rice noodles made from IR42 (high amylose) rice flour, boiled for 22 min  #",41,NaN,40,16
3278,"Rice noodles made from IR42 (high amylose) rice flour, boiled for 22 min #",45,NaN,40,18
3279,"Rice noodles made from IR42 (high amylose) rice flour, boiled for 22 min #",47,NaN,40,19
3280,"Noodles, rice, boiled in water #",52,NaN,40,21
3281,"Flat rice noodles, boiled for 20 min #",53,NaN,40,21
3282,"Extruded fine rice noodles, boiled for 20 min #",55,NaN,40,22
3283,"Extruded fermented rice noodles, boiled for 20 min #",54,NaN,40,22
3284,"Rice vermicelli, Kongmoon (National Cereals, Oils & Foodstuffs, China) #",59,NaN,40,24
3285,"Rice pasta, brown, boiled 16 min (Rice Grower's Co-op, Australia) #",92,NaN,40,37
3286,"Rice vermicelli (produced from 100% long grain rice) (Kenmin Food Co., Ltd.) #",55,NaN,40,22
3287,"Rice vermicelli (produced from 99% long grain rice + 1% calcium) (Kenmin Food Co., Ltd., Japan) #",50,NaN,40,20
3288,"Rice vermicelli: “sidedish” made from long grain rice, tapioca and corn starch (Kenmin Food Co., Ltd., Japan) #",35,NaN,40,14
3289,"Rice vermicelli: ""instant"" made from long grain rice, tapioca, and potato starch (Kenmin Food Co., Ltd., Japan) #",59,NaN,40,24
3290,"Rice vermicelli: flat type noodle ""kway teow"" (made from long grain rice and potato starch) (Kenmin Food Co., Ltd., Japan) #",60,NaN,40,24
3291,"Rice vermicelli: flat type noodle ""pho"" (made from long grain rice and tapioca starch) (Kenmin Food Co., Ltd., Japan) #",62,NaN,40,25
3292,"Spaghetti, boiled 5 min (Lancia-Bravo Foods Ltd., Canada) #",32,NaN,40,13
3293,"Spaghetti, boiled 5 min #",35,NaN,40,14
3294,"Spaghetti, boiled 5 min #",40,NaN,40,16
3295,"Spaghetti, boiled 5 min (Lancia-Bravo Foods, Toronto, Canada)  #",35,NaN,40,14
3296,"Spaghetti, boiled 5 min (Lancia-Bravo Foods, Toronto, Canada) #",45,NaN,40,18
3297,"Spaghetti, durum wheat semolina, boiled for 5 min #",62,NaN,40,25
3298,"Spaghetti, white, boiled for 10 min #",33,NaN,40,13
3299,"White, boiled for 10 min (Rio Dulce SA, Guadalajara, Spain) #",52,NaN,40,21
3300,"White, durum wheat, boiled 10 min in salt water (Barilla, Parma, Italy) #",59,NaN,40,24
3301,"Pasta, white, boiled for 11 min (Barilla, Parma, Italy) #",27,NaN,40,11
3302,"Spaghetti, white, durum wheat, boiled 12 min #",35,NaN,40,14
3303,"Spaghetti, white, durum wheat flour, boiled 12 min (Starhushålls, Kungsörnen AB, Järna, Sweden) #",48,NaN,40,19
3304,"Spaghetti, white, durum wheat flour, 0.6% w/w monoglycerides, boiled 12 min #",54,NaN,40,22
3305,"Spaghetti, boiled 15 min (Lancia-Bravo Foods Ltd., Canada) #",33,NaN,40,13
3306,"Spaghetti, boiled 15 min (Lancia-Bravo Foods Ltd., Canada) #",37,NaN,40,15
3307,"Spaghetti, boiled 15 min (Lancia-Bravo Foods Ltd., Canada) #",42,NaN,40,17
3308,"100% durum semolina spaghetti, boiled 15 min (Unico, Canada) #",41,NaN,40,16
3309,"White, durum wheat, boiled 20 min #",58,NaN,40,23
3310,"Spaghetti, durum wheat, boiled 20 min #",64,NaN,40,26
3311,"Spaghetti, white, durum wheat (Catelli Ltd, Montreal, Canada) #",48,NaN,40,19
3312,"Spaghetti, made from durum wheat (Triticum durum), cooked in boiling water #",39,NaN,40,16
3313,"Spaghetti, white #",39,NaN,40,16
3314,"Spaghetti, white, boiled #",38,NaN,40,15
3315,"Spaghetti, white #",42,NaN,40,17
3316,"Spaghetti, white #",43,NaN,40,17
3317,"Spaghetti, white #",42,NaN,40,17
3318,"Spaghetti, white #",45,NaN,40,18
3319,"Spaghetti, white #",48,NaN,40,19
3320,"Spaghetti, white #",50,NaN,40,20
3321,"Spaghetti, durum wheat, boiled in water #",55,NaN,40,22
3322,"Spaghetti with 2% added Glucagel ß-glucan barley concentrate (79.4% b-glucan) (DKSH Great Britain Ltd., London, UK), boiled for 5 min #",64,NaN,40,26
3323,"Spaghetti with 4% added Glucagel ß-glucan barley concentrate (79.4% b-glucan) (DKSH Great Britain Ltd., London, UK), boiled for 5 min #",58,NaN,40,23
3324,"Spaghetti with 6% added Glucagel ß-glucan barley concentrate (79.4% b-glucan) (DKSH Great Britain Ltd., London, UK), boiled for 5 min #",41,NaN,40,16
3325,"Spaghetti with 8% added Glucagel ß-glucan barley concentrate (79.4% b-glucan) (DKSH Great Britain Ltd., London, UK), boiled for 5 min #",59,NaN,40,24
3326,"Spaghetti with 10% added Glucagel ß-glucan barley concentrate (79.4% b-glucan) (DKSH Great Britain Ltd., London, UK), boiled for 5 min #",51,NaN,40,20
3327,"Spaghetti with 2% added Barley Balance ß-glucan barley concentrate (26.5% b-glucan) (DKSH Great Britain Ltd., London, UK), boiled for 5 min #",51,NaN,40,20
3328,"Spaghetti with 4% added Barley Balance ß-glucan barley concentrate (26.5% b-glucan) (DKSH Great Britain Ltd., London, UK), boiled for 5.5 min #",45,NaN,40,18
3329,"Spaghetti with 6% added Barley Balance ß-glucan barley concentrate (26.5% b-glucan) (DKSH Great Britain Ltd., London, UK), boiled for 5.5 min #",41,NaN,40,16
3330,"Spaghetti with 8% added Barley Balance ß-glucan barley concentrate (26.5% b-glucan) (DKSH Great Britain Ltd., London, UK), boiled for 6 min #",35,NaN,40,14
3331,"Spaghetti with 10% added Barley Balance ß-glucan barley concentrate (26.5% b-glucan) (DKSH Great Britain Ltd., London, UK), boiled for 6.5 min #",29,NaN,40,12
3332,"Spaghetti, homemade, durum wheat, no monoglyceride, boiled 6 min #",60,NaN,40,24
3333,"Spaghetti, 75% durum wheat flour and 25% chickpea flour boiled 10 min (Rio Dulce SA, Guadalajara, Spain) #",42,NaN,40,17
3334,"Spaghetti, protein enriched, boiled 7 min (Catelli Plus, Catelli Ltd., Montreal, Canada) #",27,NaN,40,11
3335,"Spaghetti, made with white durum wheat and whole yellow pea flour (Best Cooking Pulses Inc, MB, Canada)  #",66,NaN,40,26
3336,"Spaghetti, wholemeal, boiled #",33,NaN,40,13
3337,Wholemeal spaghetti #,42,NaN,40,17
3338,"Pasta, wholemeal, boiled for 12 min (Barilla, Parma, Italy) #",56,NaN,40,22
3339,"Spaghetti, made with 100% whole wheat durum #",59,NaN,40,24
3340,"Wholemeal pasta, dark durum wheat, boiled 10 min in salted water (Melia Ltd, Raisio, Finland) #",59,NaN,40,24
3341,"Wheat (egg) noodles, boiled for 20 min #",57,NaN,40,23
3342,"Noodles, wheat #",60,NaN,40,24
3343,"Noodles, made from wheat flour, boiled in water #",77,NaN,40,31
3344,"Wheat noodle, fresh #",82,NaN,40,33
3345,"Buckwheat noodles, instant #",53,NaN,40,21
3346,"Capellini (Primo Foods Ltd., Toronto, Canada) #",45,NaN,40,18
3347,"Fettucine, egg #",32,NaN,40,13
3348,"Fusilli pasta twists, dry pasta, boiled 10 min in unsalted water  #",54,NaN,40,22
3349,"Fusilli pasta twists, tricolor, dry pasta, boiled 10 min in unsalted water #",51,NaN,40,20
3350,"Gnocchi (Latina, Pillsbury Australia Ltd, Mt. Waverley, Australia) #",68,NaN,40,27
3351,"Macaroni and Cheese, boxed (Kraft General Foods Inc., Don Mills, Ontario, Canada) #",65,NaN,40,26
3352,"Pasta, made from Emmer wheat (Triticum dicoccum), cooked in boiling water #",40,NaN,40,16
3353,"Pasta, made from Kamut® wheat (Triticum polonicum), cooked in boiling water #",30,NaN,40,12
3354,"Pasta, organic (Bionature), cooked in boiling water for 15 min #",78,NaN,40,31
3355,"Penne pasta, Aproten®, protein-free, enriched with 1.35 g inulin, boiled for 7 min #",50,NaN,40,20
3356,"Ramyeon noodles, made from wheat, boiled in water #",49,NaN,40,20
3357,"Star Pastina, white, boiled 5 min (Lancia-Bravo Foods Ltd., Canada) #",38,NaN,40,15
3358,"Tagliatelle, egg pasta, boiled in water for 7 min #",46,NaN,40,18
3359,"Tortellini, cheese (Stouffer, Nestlé, Don Mills, Canada)  #",50,NaN,40,20
3360,"Udon noodles, boiled in water #",57,NaN,40,23
3361,"Vermicelli, made from sweet potato starch, boiled in water #",60,NaN,40,24
3362,"Noodles, made from wheat flour and freeze-dried okara, a byproduct of soy beans (Glycine max L.), boiled in water #",52,NaN,40,21
3363,"Naturo Natural Fruit bar, Apple #",39,NaN,25,10
3364,"SOYJOY® bar, Raisin Almond (Otsuka Pharmaceutical Co. Ltd, Tokyo, Japan), made from whole soy powder #",22,NaN,25,6
3365,"Corn chips, plain, salted (Doritos™ original, Smith's Snack Food Co., Australia) #",72,NaN,25,18
3366,"Corn chips, Nachips™ (Old El Paso Foods Co., Canada) #",75,NaN,25,19
3367,Popcorn #,55,NaN,25,14
3368,"Popcorn, plain, cooked in microwave oven (Green's Foods, Glendenning, NSW, Australia) #",55,NaN,25,14
3369,"Popcorn, maize grains puffed for 10 min #",70,NaN,25,18
3370,"Popcorn, plain, cooked in microwave oven (Uncle Toby's, Australia) #",89,NaN,25,22
3371,"Potato crisps, plain, salted #",51,NaN,25,13
3372,"Potato crisps, plain, salted (Arnott's, Australia) #",57,NaN,25,14
3373,"Burger Rings™, barbeque-flavored (Smith's Snack Food Co, Chatswood, NSW, Australia) #",90,NaN,25,23
3374,"Lo-GI balls, made from 25 g barley, 20 g roasted bengal gram, 15 g defatted soy flour, 15 g carrot powder, 15 g tomato powder and 10 g roasted groundnut powder #",50,NaN,25,13
3375,"Mocaf-black rice flakes, made with black soybean flour, steamed and baked #",50,NaN,25,13
3376,"Mocaf-black rice flakes, made with jack bean flour, steamed and baked #",53,NaN,25,13
3377,"Pretzels, oven-baked, traditional wheat flavor (Parker's, Smith's Snack Food Co., Australia) #",83,NaN,25,21
3378,Puffed rice squares #,76,NaN,25,19
3379,Puffed rice squares #,77,NaN,25,19
3380,Puffed rice squares #,78,NaN,25,20
3381,Puffed rice square #,105,NaN,25,26
3382,"Brownies, containing wheat flour and coconut flour #",44,NaN,25,11
3383,"Carob (ceratonia siliqua L) (Carob House, Brazil), consumed as tablets #",39,NaN,25,10
3384,"Chocolate crinkles, containing wheat flour and coconut flour  #",55,NaN,25,14
3385,"Chocolate, dark #",35,NaN,25,9
3386,"Chocolate, dark #",44,NaN,25,11
3387,"Chocolate, dark #",56,NaN,25,14
3388,"Chocolate, dark with raisins, peanuts and jam #",44,NaN,25,11
3389,"Chocolate, milk, plain with sucrose #",34,NaN,25,9
3390,"Chocolate, milk (Cadbury's Confectionery, Ringwood, Australia) #",49,NaN,25,12
3391,"Chocolate, milk, plain, low-sugar with maltitol #",35,NaN,25,9
3392,"Jelly beans, assorted colors (Allen's, Nestlé, Australia) #",80,NaN,25,20
3393,"Life Savers®, peppermint candy (Nestlé, Australia) #",70,NaN,25,18
3394,"Mon Chéri (Ferrero, Italy)  #",66,NaN,25,17
3395,"Nougat, Jijona (La Fama, Spain) #",33,NaN,25,8
3396,"Pocket Espresso to GO (Liquid praline, chocolate and coffee cream) (Ferrero, Italy) #",71,NaN,25,18
3397,"Sago, with added sugar, cooked at low temperature to a jelly consistency #",80,NaN,25,20
3398,"Tic Tac orange (Ferrero, Italy) #",68,NaN,25,17
3399,"Tic Tac peppermint (Ferrero, Italy) #",67,NaN,25,17
3400,"Chocolate Raspberry Zing™ bar (Revival Soy®, Physicians Pharmaceuticals, Inc., USA) #",47,NaN,25,12
3401,"Mars Bar® (M&M/Mars, USA)  #",68,NaN,25,17
3402,"Snack bar, control #",53,NaN,25,13
3403,"Snickers Bar® (M&M/Mars, USA) #",69,NaN,25,17
3404,Snack bar with 1.5g ß-glucan from oat concentrate #,55,NaN,25,14
3405,Snack bar with 3g ß-glucan from oat concentrate #,57,NaN,25,14
3406,Snack bar with 6g ß-glucan from oat concentrate #,50,NaN,25,13
3407,Snack bar with 1.5g ß-glucan from barley concentrate #,55,NaN,25,14
3408,Snack bar with 3g ß-glucan from barley concentrate #,53,NaN,25,13
3409,Snack bar with 6g ß-glucan from barley concentrate #,53,NaN,25,13
3410,"Clif bar, Cookies & Cream flavor (Clif Bar Inc, Berkeley, CA, USA) #",101,NaN,25,25
3411,"50/50 Feta protein bar, chocolate biscuit with orange flavor, organic (Eatwalk Hellas, Greece) #",5,NaN,25,1
3412,"FitJoy™ Protein bar, containing whey protein and isomaltooligosaccharides (Nutrabolt, TX, USA) #",34,NaN,25,9
3413,"Ironman PR bar®, chocolate (PR Nutrition, San Diego, CA, USA) #",39,NaN,25,10
3414,"MET-Rx bar, vanilla flavor (Met-Rx Substrate Technology Inc, Irvine, CA, USA) #",74,NaN,25,19
3415,"Power Bar®, chocolate #",53,NaN,25,13
3416,"Power Bar®, chocolate (Powerfood Inc, Berkeley, CA, USA) #",83,NaN,25,21
3417,"PR-bar, Cookies 'N Cream flavor (Twin Laboratories Inc, Ronkonkowa, NY, USA) #",81,NaN,25,20
3418,"SmartZone bar, Chocolate flavor  #",11,NaN,25,3
3419,"ZonePerfect Nutrition bar, Double Chocolate flavor (Abbott Laboratories, Abbott Park, USA) #",44,NaN,25,11
3420,"Black Bean soup (Wil-Pack Foods, San Pedro, CA, USA) #",65,NaN,20,13
3421,"Green Pea, canned (Campbell Soup Co Ltd., Toronto, Canada) #",67,NaN,20,13
3422,"Lentil, canned (Unico, Concord, Canada) #",45,NaN,20,9
3423,"Noodle soup, traditional Turkish soup with stock and noodles #",34,NaN,20,7
3424,"Split Pea (Wil-Pak Foods, USA) #",61,NaN,20,12
3425,"Tarhana soup, traditional Turkish soup with wheat flour, yoghurt, tomato, peppers #",20,NaN,20,4
3426,Tomato soup #,38,NaN,20,8
3427,"Fructose (Sweeten Less, Maximum Nutrition Inc., Toronto, Canada) #",11,NaN,5,1
3428,"Fructose (Sweeten Less, Canada) #",12,NaN,5,1
3429,Fructose #,20,NaN,5,1
3430,Fructose #,21,NaN,5,1
3431,"Fructose (Sigma Chemical Company, St. Louis, MO, USA) #",24,NaN,5,1
3432,"Fructose, 25 g portion, fed with 37.7 g oats40 #",25,NaN,5,1
3433,"25 g fructose portion + 25 g glucose portion (Sigma Chemical Company, St. Louis, MO, USA) #",65,NaN,5,3
3434,Glucose #,86,NaN,5,4
3435,Glucose #,93,NaN,5,5
3436,Glucose #,97,NaN,5,5
3437,Glucose #,96,NaN,5,5
3438,"Glucose (Bio-Health, Dawson Traders Ltd., Toronto, Canada) #",97,NaN,5,5
3439,"Glucose (Glucodin™ tablets, Australia) #",102,NaN,5,5
3440,"Glucose (Bio-Health, Canada) #",104,NaN,5,5
3441,"Glucose (Bio-Health, Canada) #",116,NaN,5,6
3442,"Glucose, 25 g portion, fed with 37.7 g oats #",93,NaN,5,5
3443,"25 g glucose (Glucodex) 40 min before 3 g dried ginseng (Chai-Na-Ta Corp, Langley, BC, Canada) #",76,NaN,5,4
3444,"25 g glucose (Glucodex solution, Rougier Inc., Chambly, Quebec) with 3 g dried ginseng (Chai-Na-Ta Corp, Langley, BC, Canada)  #",78,NaN,5,4
3445,"25 g glucose (Glucodex) 40 min after 3 g dried ginseng (Chai-Na-Ta Corp, Langley, BC, Canada) #",80,NaN,5,4
3446,100 g Glucose + 20 g acacia gum #,85,NaN,5,4
3447,"100 g glucose + 20 g cellulose (CSIR Biochemical Unit, New Delhi, India) #",103,NaN,5,5
3448,"75 g glucose solution, consumed with capsules containing 6 g Cinnamomum zeylanicum #",109,NaN,5,5
3449,"25 g glucose + 25 g crystalline short-chain ?-glucan (CSCA) starch, suspended in 298 mL water #",71,NaN,5,4
3450,"25 g glucose solution, consumed with 236 mL diet cola sweetened with aspartame and acesulfame-K (Caffeine-Free Diet Coke®, Atlanta, GA, USA) #",104,NaN,5,5
3451,"Glucose solution with 0.7% (1.8 g) flaxseed gum (Nutunola health Biosciences Inc. Winchester, ON, Canada) #",124,NaN,5,6
3452,50 g Glucose + 14.5 g guar gum #,62,NaN,5,3
3453,"50 g Glucose + 14.5 g guar gum, gel-like pudding texture #",62,NaN,5,3
3454,50 g Glucose + 14.5 g oat gum (78% oat ß-glucan) #,57,NaN,5,3
3455,"50 g Glucose + 14.5 g oat gum (78% oat ß-glucan), gel-like pudding texture #",57,NaN,5,3
3456,"25 g glucose + 30 g oat bran flour (Natureal® GI-flour, Finn Cereal, Vantaa, Finland) (oat bran flour contributed an additional 6.1 g avail carb) #",80,NaN,5,4
3457,75 g Glucose + 4.24 g salt #,86,NaN,5,4
3458,Acacia honey (provided by German beekeeper association) #,53,NaN,5,3
3459,"Australian honey (Wescobee Limited, Australia) #",59,NaN,5,3
3460,"Chestnut honey (Apivita S.A., Greece) #",66,NaN,5,3
3461,Christ thorn honey #,32,NaN,5,2
3462,Christ thorn honey #,78,NaN,5,4
3463,Citrus honey #,46,NaN,5,2
3464,Citrus honey #,62,NaN,5,3
3465,"Citrus honey (Apivita S.A., Greece) #",81,NaN,5,4
3466,"Clover honey, raw #",59,NaN,5,3
3467,"Clover honey, raw #",61,NaN,5,3
3468,"Fir honey (Apivita S.A., Greece) #",59,NaN,5,3
3469,Forest honey (provided by German beekeeper association) #,89,NaN,5,4
3470,Heather honey (provided by German beekeeper association) #,53,NaN,5,3
3471,Heather honey (Apivita S.A.) #,75,NaN,5,4
3472,Lime-blossom honey #,77,NaN,5,4
3473,"Honey, Linden (heated) (provided by German beekeeper association) #",49,NaN,5,2
3474,"Honey, Linden (not heated) (provided by German beekeeper association) #",60,NaN,5,3
3475,Locust honey #,32,NaN,5,2
3476,Locust pod honey #,48,NaN,5,2
3477,Locust pod honey #,67,NaN,5,3
3478,"Madu Tualang, wild honey (AgroMas, FAMA, Malaysia) #",65,NaN,5,3
3479,"Manuka honey, BR15-11-154 (Levin, NZ) #",59,NaN,5,3
3480,"Manuka honey, MED WM38-10 (Wairarapa, NZ) #",55,NaN,5,3
3481,"Manuka honey, M75-11 (East Cape, NZ) #",54,NaN,5,3
3482,"Manuka honey, PORD3-11 (Central North Island, NZ) #",57,NaN,5,3
3483,"Manuka honey, WINPDW 60-11 (Northland, NZ) #",57,NaN,5,3
3484,Mixed flora honey #,37,NaN,5,2
3485,Mixed flora honey #,84,NaN,5,4
3486,"Monofloral honey, chestnut (Castanea spp.), from Bursa #",56,NaN,5,3
3487,"Monofloral honey, citrus (Citrus spp.), from Mersin #",45,NaN,5,2
3488,"Monofloral honey, lime (Tilia spp.), from Zonguldak #",55,NaN,5,3
3489,"Monofloral honey, milk-vetch (Astragalus spp.), from Kayseri #",69,NaN,5,3
3490,"Monofloral honey, pine, honeydew (Pinus spp.), from Mugla #",59,NaN,5,3
3491,"Monofloral honey, thyme (Thyme spp.), from Aydin #",53,NaN,5,3
3492,Multifloral honey (provided by German beekeeper association) #,51,NaN,5,3
3493,Oilseed-rape honey (provided by German beekeeper association) #,64,NaN,5,3
3494,"Pine honey (Apivita S.A., Greece) #",101,NaN,5,5
3495,Spanish thistle honey #,61,NaN,5,3
3496,Spanish thistle honey #,76,NaN,5,4
3497,"Sugar honey, non-floral, bees feed sugar solution 2:1 sugar in water #",36,NaN,5,2
3498,"Sugar honey, non-floral, bees feed sugar solution 2:1 sugar in water #",81,NaN,5,4
3499,"Honey, sweet chestnut (provided by German beekeeper association) #",53,NaN,5,3
3500,"Thyme honey (Apivita S.A., Greece) #",85,NaN,5,4
3501,"Honey, NS #",61,NaN,5,3
3502,"Honey, NS, test portion adjusted based on body weight #",69,NaN,5,3
3503,"Honey, NS #",87,NaN,5,4
3504,"Honey, pure (Capilano Honey Limited, QLD, Australia) #",58,NaN,5,3
3505,"Isomaltulose, Palatinose™ (Sudzucker AG, Mannheim, Germany) #",32,NaN,5,2
3506,"Isomaltulose (Cargill, Belgium) #",45,NaN,5,2
3507,"Lactose (Sigma Chemical Company, USA) #",43,NaN,5,2
3508,"Lactose (Lactose 101394S, BDH, Poole, UK) #",48,NaN,5,2
3509,"Lactose, 25 g portion, fed with 37.7 g oats #",49,NaN,5,2
3510,Maltose #,105,NaN,5,5
3511,"Sucrose (Cargill, Belgium) #",48,NaN,5,2
3512,Sucrose8 #,58,NaN,5,3
3513,Sucrose #,59,NaN,5,3
3514,"Sucrose (Redpath Sugars, Toronto, Canada) #",59,NaN,5,3
3515,"Sucrose (Sigma Chemical Company, USA) #",59,NaN,5,3
3516,Sucrose #,60,NaN,5,3
3517,"Sucrose (Redpath Sugars, Canada) #",61,NaN,5,3
3518,Sucrose #,62,NaN,5,3
3519,"Sucrose, tested in young adults (17-18 y) #",65,NaN,5,3
3520,"Sucrose (Redpath Sugars, Canada) #",66,NaN,5,3
3521,Sucrose #,68,NaN,5,3
3522,Sucrose #,68,NaN,5,3
3523,Sucrose #,69,NaN,5,3
3524,Sucrose #,74,NaN,5,4
3525,Sucrose #,78,NaN,5,4
3526,Sucrose #,81,NaN,5,4
3527,Sucrose #,82,NaN,5,4
3528,Sucrose #,94,NaN,5,5
3529,Sucrose #,110,NaN,5,6
